nom,intérêts,niveau,competences,domaine
Personne 1133,"[""JavaScript"", ""Web Development"", ""HTML""]",Avancé,"[""Power BI"", ""R\u00e9solution de probl\u00e8mes"", ""AWS"", ""R""]",Informatique
Personne 1134,"[""Data Analysis""]",Débutant,"[""Power BI"", ""JavaScript"", ""CSS"", ""Communication""]",Informatique
Personne 1135,"[""Machine Learning"", ""CSS"", ""IA""]",Débutant,"[""SQL"", ""Analyse de donn\u00e9es"", ""R"", ""AWS"", ""Azure""]",Informatique
Personne 1136,"[""HTML"", ""CSS"", ""Big Data""]",Intermédiaire,"[""R"", ""Python"", ""Power BI"", ""CSS""]",Marketing Digital
Personne 1137,"[""Angular"", ""React""]",Avancé,"[""Communication"", ""Analyse de donn\u00e9es"", ""Google Cloud"", ""R"", ""Docker""]",Informatique
Personne 1138,"[""HTML"", ""Big Data"", ""SQL""]",Débutant,"[""CSS"", ""Docker"", ""Git""]",Marketing Digital
Personne 1139,"[""Data Analysis"", ""SQL"", ""IA""]",Intermédiaire,"[""Analyse de donn\u00e9es"", ""Power BI"", ""SQL""]",Informatique
Personne 1140,"[""IA"", ""Big Data"", ""CSS""]",Intermédiaire,"[""Gestion de projet"", ""Analyse de donn\u00e9es"", ""Python""]",Développement Web
Personne 1141,"[""SQL"", ""JavaScript"", ""NLP""]",Avancé,"[""SQL"", ""Docker""]",Data Science
Personne 1142,"[""Angular""]",Débutant,"[""Power BI"", ""JavaScript"", ""R\u00e9solution de probl\u00e8mes"", ""Analyse de donn\u00e9es""]",Marketing Digital
Personne 1143,"[""Cloud Computing"", ""JavaScript""]",Intermédiaire,"[""Docker"", ""HTML"", ""CSS"", ""Gestion de projet""]",Informatique
Personne 1144,"[""NLP""]",Avancé,"[""JavaScript"", ""R\u00e9solution de probl\u00e8mes""]",Marketing Digital
Personne 1145,"[""Cloud Computing"", ""IA""]",Débutant,"[""Git"", ""SQL""]",Data Science
Personne 1146,"[""React""]",Intermédiaire,"[""Python"", ""JavaScript"", ""R"", ""Azure""]",Data Science
Personne 1147,"[""HTML""]",Débutant,"[""JavaScript"", ""Python""]",Data Science
Personne 1148,"[""HTML""]",Intermédiaire,"[""JavaScript"", ""Docker"", ""Azure"", ""R\u00e9solution de probl\u00e8mes"", ""HTML""]",Développement Web
Personne 1149,"[""Machine Learning"", ""SQL"", ""JavaScript""]",Débutant,"[""Communication"", ""HTML"", ""Docker""]",Data Science
Personne 1150,"[""Web Development"", ""Computer Vision"", ""NLP""]",Avancé,"[""Power BI"", ""CSS"", ""Excel"", ""Git"", ""Python""]",Data Science
Personne 1151,"[""SQL""]",Intermédiaire,"[""SQL"", ""HTML"", ""JavaScript"", ""Azure"", ""Git""]",Data Science
Personne 1152,"[""Data Analysis"", ""JavaScript""]",Débutant,"[""Communication"", ""JavaScript"", ""SQL"", ""Git"", ""Docker""]",Informatique
Personne 1153,"[""Angular""]",Débutant,"[""CSS"", ""Azure"", ""Power BI"", ""Gestion de projet""]",Informatique
Personne 1154,"[""Web Development"", ""JavaScript"", ""SQL""]",Débutant,"[""R"", ""Google Cloud""]",Data Science
Personne 1155,"[""Machine Learning"", ""SQL""]",Débutant,"[""CSS"", ""R""]",Informatique
Personne 1156,"[""NLP""]",Débutant,"[""R"", ""JavaScript"", ""AWS"", ""Communication""]",Gestion de Projet
Personne 1157,"[""HTML"", ""Python"", ""CSS""]",Intermédiaire,"[""HTML"", ""Docker"", ""Power BI"", ""CSS""]",Data Science
Personne 1158,"[""CSS"", ""Angular"", ""Node.js""]",Intermédiaire,"[""Git"", ""Excel""]",Développement Web
Personne 1159,"[""CSS"", ""IA"", ""Angular""]",Intermédiaire,"[""Power BI"", ""JavaScript"", ""Gestion de projet"", ""HTML"", ""CSS""]",Gestion de Projet
Personne 1160,"[""Angular"", ""Machine Learning"", ""Big Data""]",Intermédiaire,"[""Power BI"", ""SQL"", ""Azure"", ""R"", ""HTML""]",Informatique
Personne 1161,"[""Machine Learning"", ""JavaScript""]",Débutant,"[""R"", ""Communication"", ""SQL"", ""Azure"", ""HTML""]",Marketing Digital
Personne 1162,"[""Computer Vision"", ""HTML"", ""Machine Learning""]",Avancé,"[""R\u00e9solution de probl\u00e8mes"", ""Excel"", ""Analyse de donn\u00e9es"", ""SQL"", ""AWS""]",Gestion de Projet
Personne 1163,"[""Python""]",Avancé,"[""Tableau"", ""Docker"", ""R"", ""SQL"", ""Gestion de projet""]",Informatique
Personne 1164,"[""Computer Vision"", ""CSS""]",Avancé,"[""R\u00e9solution de probl\u00e8mes"", ""Excel"", ""Git"", ""SQL"", ""Analyse de donn\u00e9es""]",Data Science
Personne 1165,"[""CSS"", ""Data Analysis""]",Débutant,"[""R"", ""Tableau"", ""Excel""]",Data Science
Personne 1166,"[""JavaScript""]",Intermédiaire,"[""Git"", ""AWS""]",Data Science
Personne 1167,"[""JavaScript"", ""Data Analysis"", ""SQL""]",Avancé,"[""Python"", ""R\u00e9solution de probl\u00e8mes""]",Data Science
Personne 1168,"[""JavaScript"", ""Data Analysis""]",Débutant,"[""SQL"", ""Gestion de projet"", ""HTML""]",Informatique
Personne 1169,"[""Computer Vision"", ""Python""]",Débutant,"[""Docker"", ""HTML""]",Informatique
Personne 1170,"[""Cloud Computing""]",Avancé,"[""Power BI"", ""R"", ""Communication""]",Développement Web
Personne 1171,"[""Machine Learning"", ""NLP""]",Avancé,"[""Excel"", ""Git"", ""Analyse de donn\u00e9es"", ""HTML""]",Développement Web
Personne 1172,"[""Data Analysis"", ""Big Data"", ""SQL""]",Avancé,"[""HTML"", ""Docker"", ""Communication""]",Informatique
Personne 1173,"[""Web Development"", ""NLP"", ""Big Data""]",Débutant,"[""Gestion de projet"", ""JavaScript"", ""Analyse de donn\u00e9es""]",Marketing Digital
Personne 1174,"[""Cloud Computing"", ""HTML""]",Débutant,"[""CSS"", ""Python""]",Data Science
Personne 1175,"[""Machine Learning"", ""Web Development"", ""Angular""]",Débutant,"[""Excel"", ""CSS"", ""Gestion de projet"", ""Tableau"", ""Analyse de donn\u00e9es""]",Gestion de Projet
Personne 1176,"[""JavaScript""]",Intermédiaire,"[""JavaScript"", ""SQL""]",Gestion de Projet
Personne 1177,"[""Angular"", ""JavaScript""]",Débutant,"[""R\u00e9solution de probl\u00e8mes"", ""Power BI"", ""R"", ""Tableau"", ""Python""]",Développement Web
Personne 1178,"[""SQL"", ""Python""]",Débutant,"[""Excel"", ""Gestion de projet""]",Data Science
Personne 1179,"[""React""]",Avancé,"[""R\u00e9solution de probl\u00e8mes"", ""SQL"", ""JavaScript"", ""Gestion de projet""]",Développement Web
Personne 1180,"[""Machine Learning""]",Débutant,"[""Google Cloud"", ""Analyse de donn\u00e9es"", ""CSS""]",Marketing Digital
Personne 1181,"[""Computer Vision""]",Avancé,"[""SQL"", ""CSS"", ""Communication""]",Informatique
Personne 1182,"[""Data Analysis"", ""Big Data"", ""HTML""]",Débutant,"[""Azure"", ""Tableau"", ""HTML""]",Data Science
Personne 1183,"[""Machine Learning""]",Intermédiaire,"[""Azure"", ""Docker"", ""Gestion de projet"", ""Communication""]",Marketing Digital
Personne 1184,"[""Web Development""]",Débutant,"[""Power BI"", ""Tableau"", ""R"", ""Analyse de donn\u00e9es""]",Développement Web
Personne 1185,"[""Angular"", ""NLP"", ""React""]",Avancé,"[""AWS"", ""Docker"", ""Tableau"", ""Google Cloud""]",Data Science
Personne 1186,"[""Cloud Computing"", ""CSS""]",Intermédiaire,"[""R\u00e9solution de probl\u00e8mes"", ""Excel"", ""Power BI"", ""Communication""]",Développement Web
Personne 1187,"[""NLP"", ""CSS""]",Débutant,"[""Excel"", ""Tableau""]",Data Science
Personne 1188,"[""Machine Learning""]",Avancé,"[""Gestion de projet"", ""Python"", ""Docker""]",Gestion de Projet
Personne 1189,"[""Computer Vision"", ""React""]",Débutant,"[""HTML"", ""Analyse de donn\u00e9es"", ""Power BI"", ""Python"", ""R""]",Gestion de Projet
Personne 1190,"[""Python"", ""CSS"", ""Big Data""]",Avancé,"[""AWS"", ""Gestion de projet"", ""Python"", ""SQL"", ""Google Cloud""]",Marketing Digital
Personne 1191,"[""Python""]",Avancé,"[""R\u00e9solution de probl\u00e8mes"", ""JavaScript"", ""Gestion de projet"", ""Docker""]",Informatique
Personne 1192,"[""NLP""]",Intermédiaire,"[""Power BI"", ""Excel"", ""AWS""]",Développement Web
Personne 1193,"[""NLP"", ""SQL""]",Intermédiaire,"[""AWS"", ""Analyse de donn\u00e9es"", ""Python"", ""R"", ""Power BI""]",Informatique
Personne 1194,"[""CSS"", ""NLP"", ""Web Development""]",Intermédiaire,"[""Docker"", ""Azure"", ""Google Cloud"", ""CSS""]",Gestion de Projet
Personne 1195,"[""SQL""]",Intermédiaire,"[""Docker"", ""Git"", ""Excel"", ""Power BI""]",Gestion de Projet
Personne 1196,"[""CSS""]",Avancé,"[""SQL"", ""Excel"", ""CSS"", ""HTML"", ""AWS""]",Informatique
Personne 1197,"[""Angular""]",Débutant,"[""SQL"", ""Gestion de projet"", ""Azure"", ""Analyse de donn\u00e9es"", ""Git""]",Développement Web
Personne 1198,"[""IA""]",Débutant,"[""R\u00e9solution de probl\u00e8mes"", ""Communication"", ""Google Cloud"", ""HTML""]",Informatique
Personne 1199,"[""HTML"", ""Cloud Computing""]",Intermédiaire,"[""Docker"", ""Python"", ""R"", ""Azure"", ""Git""]",Gestion de Projet
Personne 1200,"[""SQL""]",Avancé,"[""CSS"", ""Google Cloud""]",Informatique
Personne 1201,"[""React""]",Débutant,"[""Azure"", ""CSS"", ""Excel"", ""HTML""]",Développement Web
Personne 1202,"[""Angular""]",Intermédiaire,"[""HTML"", ""Analyse de donn\u00e9es"", ""Azure"", ""Git"", ""Python""]",Gestion de Projet
Personne 1203,"[""SQL"", ""CSS""]",Avancé,"[""HTML"", ""Analyse de donn\u00e9es"", ""CSS""]",Développement Web
Personne 1204,"[""React"", ""JavaScript"", ""NLP""]",Débutant,"[""Azure"", ""CSS"", ""Gestion de projet"", ""Analyse de donn\u00e9es"", ""R""]",Gestion de Projet
Personne 1205,"[""Web Development"", ""Big Data"", ""Data Analysis""]",Avancé,"[""AWS"", ""R""]",Développement Web
Personne 1206,"[""Node.js"", ""IA""]",Débutant,"[""AWS"", ""HTML""]",Marketing Digital
Personne 1207,"[""Data Analysis""]",Intermédiaire,"[""JavaScript"", ""Docker""]",Data Science
Personne 1208,"[""Machine Learning"", ""NLP""]",Intermédiaire,"[""Communication"", ""R"", ""Google Cloud"", ""Azure"", ""Power BI""]",Développement Web
Personne 1209,"[""JavaScript"", ""Big Data"", ""SQL""]",Intermédiaire,"[""R\u00e9solution de probl\u00e8mes"", ""Power BI""]",Gestion de Projet
Personne 1210,"[""IA"", ""Web Development""]",Débutant,"[""Azure"", ""Communication""]",Développement Web
Personne 1211,"[""Python""]",Débutant,"[""Gestion de projet"", ""CSS""]",Développement Web
Personne 1212,"[""Data Analysis"", ""Machine Learning""]",Avancé,"[""R\u00e9solution de probl\u00e8mes"", ""SQL""]",Data Science
Personne 1213,"[""Big Data"", ""Computer Vision"", ""IA""]",Avancé,"[""Analyse de donn\u00e9es"", ""Azure"", ""Tableau"", ""Git""]",Informatique
Personne 1214,"[""SQL"", ""Web Development"", ""Data Analysis""]",Intermédiaire,"[""Communication"", ""R\u00e9solution de probl\u00e8mes"", ""AWS"", ""Excel""]",Informatique
Personne 1215,"[""IA"", ""HTML""]",Débutant,"[""HTML"", ""Tableau""]",Marketing Digital
Personne 1216,"[""React"", ""Data Analysis"", ""CSS""]",Intermédiaire,"[""Gestion de projet"", ""SQL"", ""Analyse de donn\u00e9es""]",Data Science
Personne 1217,"[""IA"", ""CSS"", ""Web Development""]",Intermédiaire,"[""Python"", ""R\u00e9solution de probl\u00e8mes"", ""Tableau"", ""Analyse de donn\u00e9es""]",Gestion de Projet
Personne 1218,"[""React"", ""Web Development"", ""HTML""]",Débutant,"[""Python"", ""Power BI"", ""HTML"", ""Communication"", ""Google Cloud""]",Informatique
Personne 1219,"[""SQL"", ""Data Analysis"", ""React""]",Débutant,"[""HTML"", ""JavaScript""]",Gestion de Projet
Personne 1220,"[""Python"", ""JavaScript"", ""HTML""]",Intermédiaire,"[""Gestion de projet"", ""HTML""]",Informatique
Personne 1221,"[""NLP""]",Intermédiaire,"[""Gestion de projet"", ""CSS"", ""Analyse de donn\u00e9es"", ""Communication""]",Gestion de Projet
Personne 1222,"[""JavaScript"", ""HTML""]",Débutant,"[""Google Cloud"", ""HTML"", ""R"", ""Docker""]",Data Science
Personne 1223,"[""NLP""]",Intermédiaire,"[""R\u00e9solution de probl\u00e8mes"", ""SQL"", ""Power BI"", ""AWS"", ""Python""]",Informatique
Personne 1224,"[""Cloud Computing"", ""Web Development""]",Intermédiaire,"[""Tableau"", ""Communication"", ""Azure"", ""AWS"", ""Google Cloud""]",Développement Web
Personne 1225,"[""Big Data"", ""CSS"", ""Machine Learning""]",Avancé,"[""Communication"", ""Gestion de projet"", ""Power BI""]",Data Science
Personne 1226,"[""Node.js"", ""Big Data"", ""CSS""]",Débutant,"[""Gestion de projet"", ""Tableau""]",Informatique
Personne 1227,"[""JavaScript"", ""IA"", ""SQL""]",Avancé,"[""Python"", ""Git""]",Gestion de Projet
Personne 1228,"[""Computer Vision"", ""NLP"", ""Machine Learning""]",Avancé,"[""R"", ""Power BI"", ""Analyse de donn\u00e9es"", ""Azure""]",Informatique
Personne 1229,"[""HTML"", ""Python"", ""Computer Vision""]",Débutant,"[""Azure"", ""Tableau""]",Développement Web
Personne 1230,"[""Angular"", ""Machine Learning""]",Intermédiaire,"[""R\u00e9solution de probl\u00e8mes"", ""JavaScript"", ""Tableau""]",Gestion de Projet
Personne 1231,"[""Big Data"", ""SQL"", ""NLP""]",Avancé,"[""AWS"", ""Excel"", ""HTML"", ""Gestion de projet""]",Gestion de Projet
Personne 1232,"[""Python""]",Débutant,"[""Gestion de projet"", ""AWS"", ""HTML"", ""Tableau"", ""Azure""]",Data Science
Personne 1233,"[""Node.js"", ""JavaScript"", ""HTML""]",Avancé,"[""Excel"", ""Power BI"", ""Tableau"", ""AWS""]",Développement Web
Personne 1234,"[""SQL"", ""JavaScript"", ""Big Data""]",Débutant,"[""Git"", ""Azure"", ""R""]",Informatique
Personne 1235,"[""Web Development"", ""Angular""]",Avancé,"[""Git"", ""Docker"", ""Python""]",Marketing Digital
Personne 1236,"[""HTML"", ""NLP"", ""React""]",Avancé,"[""Communication"", ""JavaScript"", ""Azure"", ""Power BI""]",Data Science
Personne 1237,"[""Angular""]",Débutant,"[""Azure"", ""Gestion de projet"", ""Excel""]",Développement Web
Personne 1238,"[""Angular""]",Intermédiaire,"[""SQL"", ""Tableau"", ""Power BI"", ""Analyse de donn\u00e9es""]",Développement Web
Personne 1239,"[""SQL"", ""Node.js"", ""React""]",Débutant,"[""R"", ""Google Cloud"", ""Tableau"", ""Power BI""]",Gestion de Projet
Personne 1240,"[""Data Analysis"", ""Python""]",Avancé,"[""Docker"", ""Communication"", ""SQL""]",Gestion de Projet
Personne 1241,"[""IA""]",Débutant,"[""JavaScript"", ""Azure"", ""HTML""]",Informatique
Personne 1242,"[""NLP"", ""SQL"", ""CSS""]",Avancé,"[""Power BI"", ""JavaScript"", ""Python""]",Informatique
Personne 1243,"[""CSS"", ""IA""]",Débutant,"[""Python"", ""Git"", ""HTML""]",Informatique
Personne 1244,"[""React""]",Avancé,"[""Azure"", ""AWS"", ""Docker""]",Gestion de Projet
Personne 1245,"[""IA"", ""SQL""]",Avancé,"[""Excel"", ""JavaScript"", ""Tableau""]",Informatique
Personne 1246,"[""SQL"", ""Angular"", ""React""]",Avancé,"[""Python"", ""CSS"", ""R\u00e9solution de probl\u00e8mes"", ""JavaScript"", ""R""]",Marketing Digital
Personne 1247,"[""HTML"", ""Big Data"", ""Machine Learning""]",Intermédiaire,"[""Git"", ""Google Cloud"", ""Analyse de donn\u00e9es""]",Informatique
Personne 1248,"[""Node.js"", ""Big Data"", ""Computer Vision""]",Intermédiaire,"[""HTML"", ""AWS""]",Gestion de Projet
Personne 1249,"[""HTML"", ""CSS""]",Débutant,"[""AWS"", ""Docker""]",Marketing Digital
Personne 1250,"[""Machine Learning""]",Avancé,"[""Communication"", ""JavaScript"", ""R\u00e9solution de probl\u00e8mes"", ""CSS""]",Informatique
Personne 1251,"[""SQL"", ""React""]",Avancé,"[""Communication"", ""AWS"", ""Analyse de donn\u00e9es""]",Développement Web
Personne 1252,"[""Cloud Computing""]",Intermédiaire,"[""Excel"", ""Python"", ""Docker""]",Développement Web
Personne 1253,"[""Python"", ""SQL""]",Débutant,"[""Excel"", ""HTML""]",Marketing Digital
Personne 1254,"[""React"", ""Data Analysis""]",Avancé,"[""Azure"", ""Python"", ""SQL""]",Développement Web
Personne 1255,"[""CSS"", ""JavaScript""]",Avancé,"[""Power BI"", ""R"", ""Python"", ""Communication"", ""HTML""]",Data Science
Personne 1256,"[""NLP"", ""Python"", ""IA""]",Intermédiaire,"[""CSS"", ""Python""]",Gestion de Projet
Personne 1257,"[""React"", ""Cloud Computing""]",Avancé,"[""Azure"", ""Git"", ""Gestion de projet"", ""Docker"", ""Power BI""]",Développement Web
Personne 1258,"[""Big Data"", ""Python""]",Débutant,"[""R\u00e9solution de probl\u00e8mes"", ""Python"", ""Tableau"", ""Gestion de projet"", ""Git""]",Marketing Digital
Personne 1259,"[""Data Analysis"", ""IA"", ""Python""]",Débutant,"[""Excel"", ""Gestion de projet"", ""Azure""]",Data Science
Personne 1260,"[""Cloud Computing"", ""Big Data"", ""SQL""]",Avancé,"[""HTML"", ""Git"", ""AWS"", ""Google Cloud""]",Informatique
Personne 1261,"[""Node.js"", ""Computer Vision""]",Débutant,"[""SQL"", ""Communication"", ""R\u00e9solution de probl\u00e8mes"", ""Git"", ""Azure""]",Marketing Digital
Personne 1262,"[""HTML""]",Débutant,"[""Python"", ""Tableau"", ""Excel""]",Développement Web
Personne 1263,"[""HTML"", ""IA""]",Débutant,"[""R\u00e9solution de probl\u00e8mes"", ""Google Cloud"", ""Excel""]",Marketing Digital
Personne 1264,"[""JavaScript"", ""Data Analysis"", ""Machine Learning""]",Avancé,"[""R\u00e9solution de probl\u00e8mes"", ""Git""]",Marketing Digital
Personne 1265,"[""Cloud Computing"", ""NLP""]",Avancé,"[""Google Cloud"", ""Azure"", ""HTML""]",Développement Web
Personne 1266,"[""React"", ""Computer Vision""]",Débutant,"[""CSS"", ""Analyse de donn\u00e9es""]",Informatique
Personne 1267,"[""Big Data""]",Débutant,"[""Communication"", ""Power BI"", ""SQL"", ""JavaScript"", ""Tableau""]",Gestion de Projet
Personne 1268,"[""Cloud Computing""]",Intermédiaire,"[""Tableau"", ""Python"", ""Power BI"", ""Communication"", ""R""]",Marketing Digital
Personne 1269,"[""Big Data""]",Intermédiaire,"[""Excel"", ""Analyse de donn\u00e9es""]",Data Science
Personne 1270,"[""Angular""]",Intermédiaire,"[""R"", ""Gestion de projet"", ""Excel"", ""Communication"", ""AWS""]",Marketing Digital
Personne 1271,"[""IA""]",Débutant,"[""Azure"", ""Docker""]",Développement Web
Personne 1272,"[""SQL"", ""Cloud Computing"", ""IA""]",Avancé,"[""HTML"", ""AWS"", ""SQL"", ""Google Cloud"", ""JavaScript""]",Marketing Digital
Personne 1273,"[""CSS"", ""SQL""]",Débutant,"[""Google Cloud"", ""Azure""]",Développement Web
Personne 1274,"[""Computer Vision"", ""HTML"", ""Web Development""]",Intermédiaire,"[""CSS"", ""Excel"", ""SQL"", ""Gestion de projet"", ""R""]",Informatique
Personne 1275,"[""SQL"", ""React""]",Intermédiaire,"[""Analyse de donn\u00e9es"", ""Docker"", ""SQL"", ""AWS"", ""Power BI""]",Gestion de Projet
Personne 1276,"[""Big Data"", ""Angular"", ""Computer Vision""]",Intermédiaire,"[""Docker"", ""Analyse de donn\u00e9es""]",Data Science
Personne 1277,"[""CSS"", ""IA"", ""Python""]",Débutant,"[""Azure"", ""SQL"", ""AWS"", ""Tableau""]",Développement Web
Personne 1278,"[""Node.js"", ""Angular"", ""Computer Vision""]",Avancé,"[""HTML"", ""R\u00e9solution de probl\u00e8mes"", ""Python"", ""JavaScript"", ""R""]",Développement Web
Personne 1279,"[""Data Analysis"", ""JavaScript""]",Intermédiaire,"[""SQL"", ""Gestion de projet"", ""Communication"", ""AWS""]",Data Science
Personne 1280,"[""NLP""]",Avancé,"[""Gestion de projet"", ""HTML"", ""CSS""]",Informatique
Personne 1281,"[""Web Development""]",Débutant,"[""HTML"", ""SQL""]",Développement Web
Personne 1282,"[""Node.js"", ""Big Data"", ""Machine Learning""]",Débutant,"[""Python"", ""JavaScript"", ""Power BI""]",Gestion de Projet
Personne 1283,"[""Web Development""]",Intermédiaire,"[""AWS"", ""Gestion de projet"", ""Git""]",Informatique
Personne 1284,"[""Machine Learning""]",Débutant,"[""Azure"", ""AWS"", ""R\u00e9solution de probl\u00e8mes"", ""Analyse de donn\u00e9es""]",Data Science
